ent,entidad,mun,municipio,presidente,partido,periodo
19,Nuevo León,,Iturbide,Cristina Yavidia Rodríguez González,PRI,2018-2021
19,Nuevo León,,Juárez,Heriberto Treviño Cantú,PRI,2018-2021
19,Nuevo León,,Lampazos de Naranjo,José Luis Santos Martínez,PAN,2018-2021
19,Nuevo León,,Linares,Fernando Adame Doria,PAN,2018-2021
19,Nuevo León,,Marín,José Santamaría Gutiérrez,PVEM,2018-2021
19,Nuevo León,,Melchor Ocampo,Omar Ramos García,PANAL,2018-2021
19,Nuevo León,,Mier y Noriega,Santana Martínez Peña,Independiente,2018-2021
19,Nuevo León,,Mina,Damaso Avelino Cárdenas Gutiérrez,PRI,2018-2021
19,Nuevo León,,Montemorelos,Luis Fernando Garza Guerrero,MORENA,2018-2021
19,Nuevo León,,Monterrey,Adrián de la Garza5​,PRI,2018-2021
19,Nuevo León,,Parás,Crescencio Oliveira Cantú,PAN,2018-2021
19,Nuevo León,,Pesquería,Miguel Ángel Lozano Munguia,PRI,2018-2021
19,Nuevo León,,Los Ramones,Juan Antonio Guajardo Mora,PAN,2018-2021
19,Nuevo León,,Rayones,Sandra Margarita Torres Salazar,PAN,2018-2021
19,Nuevo León,,Sabinas Hidalgo,Daniel Omar González Garza,PAN,2018-2021
19,Nuevo León,,Salinas Victoria,Gonzalo Elizondo Lira,PAN,2018-2021
19,Nuevo León,,San Nicolás de los Garza,Zeferino Salgado Almaguer,PAN,2018-2021
19,Nuevo León,,Hidalgo,Hernán Cortés Lozano,PVEM,2018-2021
19,Nuevo León,,Santa Catarina,Héctor Israel Castillo Olivares,PAN,2018-2021
19,Nuevo León,,Santiago,Javier Caballero Gaona,PRI,2018-2021
19,Nuevo León,,Vallecillo,María Lina Margarita Martínez Serna,PT,2018-2021
19,Nuevo León,,Villaldama,Gonzalo Robles Rosales,MC,2018-2021
20,Oaxaca,,Acatlán de Pérez Figueroa,Adán José Maciel Sosa,PAN,2018-2021
20,Oaxaca,,Asunción Cuyotepeji,Galdino Everardo Morales Flores,PAN,2018-2021
20,Oaxaca,,Asunción Ixtaltepec,Oscar Toral Ríos,PVEM,2018-2021
20,Oaxaca,,Asunción Nochixtlán,Lizbeth Victoria Huerta,PT,2018-2021
20,Oaxaca,,Asunción Ocotlán,Godofredo Hernández Hernández,PRD,2018-2021
20,Oaxaca,,Ayotzintepec,Víctor Mendoza Velasco,Partido Unidad Popular,2018-2021
20,Oaxaca,,El Barrio de la Soledad,José Ángel Carrasco Morales,PRI,2018-2021
20,Oaxaca,,Ciénega de Zimatlán,Concepción Libia Hernández Castillo,PRD,2018-2021
20,Oaxaca,,Ciudad Ixtepec,Rogelio Cheng López,MORENA,2018-2021
20,Oaxaca,,Cosolapa,Silvano Flores Gordillo,PRI,2018-2021
20,Oaxaca,,Cuilápam de Guerrero,Diego Moisés Pérez de la Cruz,MORENA,2018-2021
20,Oaxaca,,Chahuites,Leobardo Ramos Lázaro,MC,2018-2021
20,Oaxaca,,Chalcatongo de Hidalgo,Adolfo Nicolás Nicolás,PRD,2018-2021
20,Oaxaca,,Heroica Ciudad de Ejutla de Crespo,Leonardo Díaz Jiménez,PAN,2018-2021
20,Oaxaca,,El Espinal,Hazael Matus Toledo,MORENA,2018-2021
20,Oaxaca,,Fresnillo de Trujano,Norma Matilde Barroso Méndez,PRD,2018-2021
20,Oaxaca,,Guadalupe de Ramírez,Marta García Ramírez,PRI,2018-2021
20,Oaxaca,,Heroica Ciudad de Huajuapan de León,Juanita Arcelia Cruz Cruz,MORENA,2018-2021
20,Oaxaca,,Huautepec,Efrén García García,Partido de Mujeres Revolucionarias,2018-2021
20,Oaxaca,,Huautla de Jiménez,Óscar Peralta Allende,MORENA,2018-2021
20,Oaxaca,,Heroica Ciudad de Juchitán de Zaragoza,Emilio Montero Pérez,MORENA,2018-2021
20,Oaxaca,,Loma Bonita,Raymundo Rivera Hernández,PANAL,2018-2021
20,Oaxaca,,Magdalena Ocotlán,Pedro Máximo Aquino,PRD,2018-2021
20,Oaxaca,,Magdalena Tequisistlán,Roel Filio Lozano,Partido Unidad Popular,2018-2021
20,Oaxaca,,Magdalena Tlacotepec,Rodolfo Hernández de la Cruz,Partido Unidad Popular,2018-2021
20,Oaxaca,,Mariscala de Juárez,José Rodolfo Sánchez Arzola,Partido Unidad Popular,2018-2021
20,Oaxaca,,Mártires de Tacubaya,Marta Elva Añorve García,PES,2018-2021
20,Oaxaca,,Matías Romero Avendaño,Alfredo Juárez Díaz,MORENA,2018-2021
20,Oaxaca,,Miahuatlán de Porfirio Díaz,Genaro Esau Hernández Jumenez,PRI,2018-2021
20,Oaxaca,,Santiago Niltepec,Adelaido Ricoy Cortés,PRI,2018-2021
20,Oaxaca,,Oaxaca de Juárez,Oswaldo García Jarquín,MORENA,2018-2021
20,Oaxaca,,Ocotlán de Morelos,Raúl Mendoza Vásquez,MORENA,2018-2021
20,Oaxaca,,Pinotepa de Don Luis,Hortensia García Bernal,PRI,2018-2021
20,Oaxaca,,Putla Villa de Guerrero,Manuel Guzmán Carrasco,Independiente,2018-2021
20,Oaxaca,,Reforma de Pineda,Aracely García Hernández,PRI,2018-2021
20,Oaxaca,,Salina Cruz,Juan Carlos Atecas Altamirano,MORENA,2018-2021
20,Oaxaca,,San Agustín Amatengo,Enriqueta Rubí Ramírez Juárez,PT,2018-2021
20,Oaxaca,,San Agustín Atenango,Efraín Camacho López,PES,2018-2021
20,Oaxaca,,San Andrés Cabecera Nueva,Gerardo García Lucero,PT,2018-2021
20,Oaxaca,,San Andrés Dinicuiti,Remedios del Pilar Pérez Cruz,PRD,2018-2021
20,Oaxaca,,San Andrés Huaxpaltepec,Javier Francisco García Hernández,PRI,2018-2021
20,Oaxaca,,San Andrés Zautla,Luis Alberto Santos Martínez,Partido de Mujeres Revolucionarias,2018-2021
20,Oaxaca,,San Antonino Castillo Velasco,Esteban Abel Sánchez Campos,PES,2018-2021
20,Oaxaca,,San Baltazar Chichicapam,Florencio San Germán Santiago,MORENA,2018-2021
20,Oaxaca,,San Bartolomé Ayautla,Constantino Cruz Borjas,PSD-Oax,2018-2021
20,Oaxaca,,San Blas Atempa,Antonino Morales Toledo,MORENA,2018-2021
20,Oaxaca,,San Dionisio del Mar,,,2018-2021
20,Oaxaca,,San Felipe Jalapa de Díaz,Arturo García Velázquez,MORENA,2018-2021
20,Oaxaca,,San Felipe Usila,Filemón Bernando Hernández,PES,2018-2021
20,Oaxaca,,San Francisco del Mar,Juan Carlos Vargas Gómez,PRI,2018-2021
20,Oaxaca,,San Francisco Ixhuatán,Esperanza Aquino Pineda,PVEM,2018-2021
20,Oaxaca,,San Francisco Telixtlahuaca,Nidia Betzabeth García Pérez,PSD-Oax,2018-2021
20,Oaxaca,,San Jacinto Amilpas,Yolanda Adelaida Santos Montaño,MORENA,2018-2021
20,Oaxaca,,San Jerónimo Silacayoapilla,Juana Martínez López,PRI,2018-2021
20,Oaxaca,,San José Chiltepec,Martín García Hernández,PES,2018-2021
20,Oaxaca,,San José Estancia Grande,Carmela Parral Santos,PRI,2018-2021
20,Oaxaca,,San José Independencia,Agar Cancino Gómez,PRD,2018-2021
20,Oaxaca,,San José Tenango,Hugo García Ríos,PT,2018-2021
20,Oaxaca,,San Juan Bautista Cuicatlán,Maricel Mariscal Gaytan,PANAL,2018-2021
20,Oaxaca,,San Juan Bautista Lo de Soto,Aquileo Aguirre Nuñez,MORENA,2018-2021
20,Oaxaca,,San Juan Bautista Suchitepec,Gloria Angélica Arias Millamil,PAN,2018-2021
20,Oaxaca,,San Juan Bautista Tlacoatzintepec,Marta Regules Mendoza,MORENA,2018-2021
20,Oaxaca,,San Juan Bautista Tuxtepec,Fernando Bautista Dávila,PANAL,2018-2021
20,Oaxaca,,San Juan Cacahuatepec,Pedro Abelardo Baños,MORENA,2018-2021
20,Oaxaca,,San Juan Coatzospam,Arturo Carrera González,MORENA,2018-2021
20,Oaxaca,,San Juan Colorado,Tania Remedios Arias del Castillo,PRD,2018-2021
20,Oaxaca,,San Juan Guichicovi,Raynel Ramírez Mijangos,PRD,2018-2021
20,Oaxaca,,San Juan Ihualtepec,Gloria Elda Martínez,PRI,2018-2021
20,Oaxaca,,San Lorenzo,Baltazar Hernández Hernández,PAN,2018-2021
20,Oaxaca,,San Lucas Ojitlán,Alicia Moreno Pereda,MORENA,2018-2021
20,Oaxaca,,San Marcos Arteaga,Irma Guerrero Pastrana,PRD,2018-2021
20,Oaxaca,,San Martín Zacatepec,Vidal Margarito Velasco Reyes,PRI,2018-2021
20,Oaxaca,,San Mateo Río Hondo,Julio César López Guendulain,Partido Unidad Popular,2018-2021
20,Oaxaca,,San Miguel Ahuehuetitlán,Fidela Bernarda Cuenca Fermín,PRI,2018-2021
20,Oaxaca,,San Miguel Amatitlán,Alejandro Mario Álvaro Vázquez Mata,PAN,2018-2021
20,Oaxaca,,Villa Sola de Vega,Esau Nuñez Calvo,PAN,2018-2021
20,Oaxaca,,San Miguel Soyaltepec,Nazario Antonio Hernández Velázquez,PRI,2018-2021
20,Oaxaca,,San Miguel Tlacamama,Florencio Abelardo Reyes Alberto,PRI,2018-2021
20,Oaxaca,,San Nicolás Hidalgo,Isidora del Rocío Galindo Ramírez,PRD,2018-2021
20,Oaxaca,,San Pablo Huitzo,Francisco Ulberto Martínez Santiago,PES,2018-2021
20,Oaxaca,,San Pablo Huixtepec,Gerardo Arango Romero,PRI,2018-2021
20,Oaxaca,,San Pablo Villa de Mitla,Abelardo Ruíz Acevedo,PVEM,2018-2021
20,Oaxaca,,San Pedro Amuzgos,Vulfrano Victoria Velázquez,PRD,2018-2021
20,Oaxaca,,San Pedro Atoyac,Eliezer Silvano Gutiérrez Martínez,PRD,2018-2021
20,Oaxaca,,San Pedro Comitancillo,María Francisca Antonio Santiago,MORENA,2018-2021
20,Oaxaca,,San Pedro Huamelula,José Virgilio Fuentes Zarate,Partido Unidad Popular,2018-2021
20,Oaxaca,,San Pedro Huilotepec,Margarito Moreno Desalez,PRI,2018-2021
20,Oaxaca,,San Pedro Ixcatlán,Bartolo Carrera Palacios,MORENA,2018-2021
20,Oaxaca,,San Pedro Jicayán,Anatolio Damian García,PRD,2018-2021
20,Oaxaca,,San Pedro Mixtepec -Distrito 22-,Freddy Gil Pineda Gopar,PRI,2018-2021
20,Oaxaca,,San Pedro Pochutla,Saymi Adriana Pineda Velasco,PT,2018-2021
20,Oaxaca,,San Pedro Tapanatepec,Ruffo Eder Soriano González,Independiente,2018-2021
20,Oaxaca,,Villa de Tututepec de Melchor Ocampo,Javier Juárez Hernández,MORENA,2018-2021
20,Oaxaca,,Villa de Etla,Elías Roberto Mendoza Pérez,MC,2018-2021
20,Oaxaca,,San Pedro y San Pablo Teposcolula,Pedro Juan García Montes,MORENA,2018-2021
20,Oaxaca,,San Sebastián Ixcapa,Magaly Ramírez Guzmán,PRI,2018-2021
20,Oaxaca,,Santa Ana Zegache,Elmer Gaspar Guerra,PRD,2018-2021
20,Oaxaca,,Santa Catarina Juquila,Francisco Zárate Pacheco,PT,2018-2021
20,Oaxaca,,Santa Cruz Amilpas,Natividad Matías Montero,PES,2018-2021
20,Oaxaca,,Santa Cruz Itundujia,Miguel Ángel Trujillo Aguilar,PRD,2018-2021
20,Oaxaca,,Santa Cruz Tacache de Mina,Ana Laura Martínez Palafox,PRD,2018-2021
20,Oaxaca,,Santa Cruz Xoxocotlán,Emmanuel Alejandro López Jarquín,PRD,2018-2021
20,Oaxaca,,Santa Gertrudis,Ofelia Mireya Méndez Pérez,PRI,2018-2021
20,Oaxaca,,Santa Lucía del Camino,Dante Montaño Montero,PES,2018-2021
20,Oaxaca,,Heroica Ciudad de Tlaxiaco,Alejandro Aparicio Santiago,MORENA,2018-2021
20,Oaxaca,,Santa María Cortijo,Diana Luisa Vargas Ayona,MC,2018-2021
20,Oaxaca,,Santa María Huatulco,Giovanne González García,PANAL,2018-2021
20,Oaxaca,,Santa María Huazolotitlán,Froilán de Luna Simón,PRD,2018-2021
20,Oaxaca,,Santa María Ipalapa,Pedro Tapia Ávila,PRD,2018-2021
20,Oaxaca,,Santa María Jacatepec,Víctor Raúl Hernández López,PRD,2018-2021
20,Oaxaca,,Santa María Jalapa del Marqués,Joselin Esquivel Balseca,PRI,2018-2021
20,Oaxaca,,Santa María Mixtequilla,Uryel Bautista Vásquez,PRD,2018-2021
20,Oaxaca,,Santa María Petapa,Oliver López García,PES,2018-2021
20,Oaxaca,,Santa María Tecomavaca,Iris Cristal Méndez Arteaga,PSD-Oax,2018-2021
20,Oaxaca,,Santa María Teopoxco,Susana Alvarado Lozano,PANAL,2018-2021
20,Oaxaca,,Santa María Texcatitlán,Lourdes Hernández Menchaca,PRI,2018-2021
20,Oaxaca,,Santa María Tonameca,Hugo Castrejón Martínez,PES,2018-2021
20,Oaxaca,,Santa María Xadani,Oscar Sánchez Guerra,PVEM,2018-2021
20,Oaxaca,,Santa María Zacatepec,Rosa López Lucas,MORENA,2018-2021
20,Oaxaca,,Santiago Ayuquililla,Gabriela Palacios Méndez,PRI,2018-2021
20,Oaxaca,,Santiago Cacaloxtepec,Teresita del Cármen Martínez Flores,PAN,2018-2021
20,Oaxaca,,Santiago Chazumba,Xochitl Moreno López,PVEM,2018-2021
20,Oaxaca,,Santiago Huajolotitlán,José Luis Ramírez Alverdín,PSD-Oax,2018-2021
20,Oaxaca,,Santiago Jamiltepec,Cecilia Rivas Márquez,PRI,2018-2021
20,Oaxaca,,Santiago Juxtlahuaca,Nicolás Enrique Feria Romero,MORENA,2018-2021
20,Oaxaca,,Santiago Laollaga,Aksa Yuray Toledo Prado,PANAL,2018-2021
20,Oaxaca,,Santiago Llano Grande,Yolanda Peña Salinas,PVEM,2018-2021
20,Oaxaca,,Santiago Pinotepa Nacional,José Alberto Fenochio,PRD,2018-2021
20,Oaxaca,,Santiago Suchilquitongo,Julio César Rodríguez López,PSD-Oax,2018-2021
20,Oaxaca,,Santiago Tamazola,Anayeli Angélica Huerta Atristain,PRI,2018-2021
20,Oaxaca,,Santiago Tapextla,Andrés Verónica Silva,PANAL,2018-2021
20,Oaxaca,,Villa Tejúpam de la Unión,Leticia Bautista Sánchez,PRD,2018-2021
20,Oaxaca,,Santiago Tetepec,Crecencia Salustia Gandarillas,PT,2018-2021
20,Oaxaca,,Santo Domingo Ingenio,Amelia Gómez Ríos,PRI,2018-2021
20,Oaxaca,,Santo Domingo Armenta,Rosalina Verónica Silva,PRI,2018-2021
20,Oaxaca,,Santo Domingo Chihuitán,Rubén Ordáz Torres,PANAL,2018-2021
20,Oaxaca,,Santo Domingo Petapa,Delfino Espinosa Deheza,MORENA,2018-2021
20,Oaxaca,,Santo Domingo Tehuantepec,Vilma Martínez Cortés,MORENA,2018-2021
20,Oaxaca,,Santo Domingo Tonalá,Josué Hernández Castillo,PRD,2018-2021
20,Oaxaca,,Santo Domingo Zanatepec,Adelma Nuñez Gerónimo,PRI,2018-2021
20,Oaxaca,,Silacayoápam,Carmen Silva López,PANAL,2018-2021
20,Oaxaca,,Soledad Etla,Sonia González Playas,PES,2018-2021
20,Oaxaca,,Villa de Tamazulapam del Progreso,Noél Hernández Mendoza,PRI,2018-2021
20,Oaxaca,,Teotitlán de Flores Magón,Osmin Nieto Rodríguez,PSD-Oax,2018-2021
20,Oaxaca,,Tezoatlán de Segura y Luna,Vacante,,2018-2021
20,Oaxaca,,Tlacolula de Matamoros,Carlos Manuel León Monterrubio,MORENA,2018-2021
20,Oaxaca,,Trinidad Zaachila,Miguel Ángel Lavariega López,PRD,2018-2021
20,Oaxaca,,Unión Hidalgo,César Carrasco Vicente,PSD-Oax,2018-2021
20,Oaxaca,,Valerio Trujano,Dante Roberto Miranda Morales,Partido Unidad Popular,2018-2021
20,Oaxaca,,San Juan Bautista Valle Nacional,Reynaldo Magaña García,PT,2018-2021
20,Oaxaca,,Villa de Zaachila,Castulo Bretón Mendoza,Partido Unidad Popular,2018-2021
20,Oaxaca,,Zapotitlán Lagunas,Fabiola Honorina Morales González,PAN,2018-2021
20,Oaxaca,,Zimatlán de Álvarez,Javier César Barroso Sánchez,PAN,2018-2021
21,Puebla,,Acajete,Roberto Ramírez Cervantes,MORENA,2018-2021
21,Puebla,,Acateno,Edgar de Jesús Murrieta Navarro,PRD,2018-2021
21,Puebla,,Acatlán,María del Cármen Nava Martínez,MORENA,2018-2021
21,Puebla,,Acatzingo,José Norberto Manuel Rosas García,MORENA,2018-2021
21,Puebla,,Acteopan,Alfonso Sandoval Várgas,PSI-Puebla,2018-2021
21,Puebla,,Ahuacatlán,Juan Luis Pérez Pastrana,PRI,2018-2021
21,Puebla,,Ahuatlán,Cecilia Hernández Orduña,PRI,2018-2021
21,Puebla,,Juan Daniel Ramírez Ramírez,Ahuazotepec,PRI,2018-2021
21,Puebla,,Ahuehuetitla,Favian Calixto Onofre,MORENA,2018-2021
21,Puebla,,Ajalpan,Ignacio Salvador Hernández,Compromiso por Puebla,2018-2021
21,Puebla,,Albino Zertuche,Pedro Leonides Ordáz Rojas,MC,2018-2021
21,Puebla,,Aljojuca,José Juan García Cortés,Compromiso por Puebla,2018-2021
21,Puebla,,Altepexi,Pablo Desiderio Miguel,Compromiso por Puebla,2018-2021
21,Puebla,,Amixtlán,Carlos Alfonso Andrade Vázquez,PRD,2018-2021
21,Puebla,,Amozoc,Bernardo Mario de la Rosa Romero,MORENA,2018-2021
21,Puebla,,Aquixtla,Judith Fernández Gutiérrez,PRI,2018-2021
21,Puebla,,Atempan,Carlos Herrera González,PRI,2018-2021
21,Puebla,,Atexcal,Juan Luna Luna,PRI,2018-2021
21,Puebla,,Atlixco,José Guillermo Velázquez Gutiérrez,PAN,2018-2021
21,Puebla,,Atoyatempan,Abel Gamez Vélez,MORENA,2018-2021
21,Puebla,,Atzala,César Cesamiro Demesio Reyes,PRI,2018-2021
21,Puebla,,Atzitzihuacán,Reyes Domínguez Aldama,PRD,2018-2021
21,Puebla,,Atzitzintla,José Joaquín López Castillo,Compromiso por Puebla,2018-2021
21,Puebla,,Axutla,Marco Antonio Monge Zúñiga,PSI-Puebla,2018-2021
21,Puebla,,Ayotoxco de Guerrero,Dolores López de la Cruz,PRI,2018-2021
21,Puebla,,Calpan,Heriberto Hernández Benito,MORENA,2018-2021
21,Puebla,,Caltepec,Leticia López Diosdado,PRI,2018-2021
21,Puebla,,Camocuautla,Javier Vázquez Arroyo,MC,2018-2021
21,Puebla,,Caxhuacán,Xochitl Domínguez Cortés,PRI,2018-2021
21,Puebla,,Coatepec,María Mónica Miramon Jiménez,Compromiso por Puebla,2018-2021
21,Puebla,,Coatzingo,Heriberto Gregorio Vázquez Alonso,PVEM,2018-2021
21,Puebla,,Cohetzala,Darío Morales Alcaide,PRI,2018-2021
21,Puebla,,Cohuecán,Filogonia Adorno Aragón,PAN,2018-2021
21,Puebla,,Coronango,Antonio Teutli Cuautle,MORENA,2018-2021
21,Puebla,,Coxcatlán,Aldo Rogelio Arvizu Robles,MORENA,2018-2021
21,Puebla,,Coyomeapan,David Celestino Rosas,PSI-Puebla,2018-2021
21,Puebla,,Coyotepec,Eleuterio Melchor Campos,MORENA,2018-2021
21,Puebla,,Cuapiaxtla de Madero,Joel Martínez Gloria,MORENA,2018-2021
21,Puebla,,Cuautempan,Gerardo Cortés Betancourt,PSI-Puebla,2018-2021
21,Puebla,,Cuautinchán,José Raúl Babines Pérez,MORENA,2018-2021
21,Puebla,,Cuautlancingo,María Guadalupe Daniel Hernández,MORENA,2018-2021
21,Puebla,,Cuayuca de Andrade,Adriana López Patiño,PAN,2018-2021
21,Puebla,,Cuetzalan del Progreso,Gerson Calixto Dattoli,PRI,2018-2021
21,Puebla,,Cuyoaco,Anabel Rechy Benavidez,MC,2018-2021
21,Puebla,,Chalchicomula de Sesma,Carlos Augusto Tentle Vázquez,MORENA,2018-2021
21,Puebla,,Chapulco,Domingo Córdoba Martínez,Compromiso por Puebla,2018-2021
21,Puebla,,Chiautla,Juan Domínguez Espinosa,PRI,2018-2021
21,Puebla,,Chiautzingo,Leticia Juárez Mejía,MORENA,2018-2021
21,Puebla,,Chiconcuautla,Artemio Hernández Garrido,PRI,2018-2021
21,Puebla,,Chichiquila,Pablo Galindo Hernández,PRI,2018-2021
21,Puebla,,Chietla,Olaf Ponce Cortés,PRI,2018-2021
21,Puebla,,Chigmecatitlán,Teresa Flores Acevedo,PRI,2018-2021
21,Puebla,,Chignahuapan,Francisco Javier Tirado Saavedra,Compromiso por Puebla,2018-2021
21,Puebla,,Chignautla,Luciano Aparicio Rodrigo,PRI,2018-2021
21,Puebla,,Chila,Víctor Quijada Flores,PSI-Puebla,2018-2021
21,Puebla,,Chila de la Sal,Bianey Tellez Herreros,PRI,2018-2021
21,Puebla,,Honey,Ángel López Cabrera,PRI,2018-2021
21,Puebla,,Chilchotla,Valeriano Filomeno Hernández Ortiz,PAN,2018-2021
21,Puebla,,Chinantla,Arturo Cruz García,PRI,2018-2021
21,Puebla,,Domingo Arenas,Javier Meneses Contreras,Independiente,2018-2021
21,Puebla,,Eloxochitlán,Honor Hernández Hernández,PSI-Puebla,2018-2021
21,Puebla,,Epatlán,Margarita Castilla García,MC,2018-2021
21,Puebla,,Esperanza,Carlos Alberto Olivier Pacheco,PANAL,2018-2021
21,Puebla,,Francisco Z. Mena,Pascual Morales Martínez,MORENA,2018-2021
21,Puebla,,General Felipe Ángeles,Miguel Ángel Antonio Vázquez,MORENA,2018-2021
21,Puebla,,Guadalupe,Rebelino Alejandro Herrera Martínez,PRI,2018-2021
21,Puebla,,Guadalupe Victoria,Aurelio Flores Solano,PRI,2018-2021
21,Puebla,,Hermenegildo Galeana,Antonio Francisco Pérez,PRD,2018-2021
21,Puebla,,Huaquechula,Ciro Gavilán Domínguez,MORENA,2018-2021
21,Puebla,,Huatlatlauca,Gilberto López Báez,PAN,2018-2021
21,Puebla,,Huauchinango,Gustavo Adolfo Várgas Cabrera,MORENA,2018-2021
21,Puebla,,Huehuetla,Rafael Lara Martínez,PRI,2018-2021
21,Puebla,,Huehuetlán el Chico,Norberto Roldán Ariza,Compromiso por Puebla,2018-2021
21,Puebla,,Huejotzingo,Angélica Patricia Alvarado Juárez,MORENA,2018-2021
21,Puebla,,Hueyapan,Alfonso Lino Pozos,PRI,2018-2021
21,Puebla,,Hueytamalco,Eusebio de Gante Rodríguez,PRI,2018-2021
21,Puebla,,Hueytlalpan,Anayeli González Córdoba,PRI,2018-2021
21,Puebla,,Huitzilan de Serdán,Delfino Bonilla Ángel,PRI,2018-2021
21,Puebla,,Huitziltepec,Víctor Díaz Burgos,PVEM,2018-2021
21,Puebla,,Atlequizayan,Maribel Martínez Ponce,PRI,2018-2021
21,Puebla,,Ixcamilpa de Guerrero,Víctor Manuel Torres López,PRI,2018-2021
21,Puebla,,Ixcaquixtla,Salvador Castañeda Luna,PRI,2018-2021
21,Puebla,,Ixtacamaxtitlán,Víctor Herrera Pozos,PRI,2018-2021
21,Puebla,,Ixtepec,José Cano Vázquez,PSI-Puebla,2018-2021
21,Puebla,,Izúcar de Matamoros,Meliton Lozano Pérez,MORENA,2018-2021
21,Puebla,,Jalpan,Nicolás Galindo Márquez,PVEM,2018-2021
21,Puebla,,Jolalpan,Fidel Rojas Quintana,PRI,2018-2021
21,Puebla,,Jonotla,Diógenes Gerardo Méndez Barrera,PANAL,2018-2021
21,Puebla,,Jopala,José Hernández Rivera,PAN,2018-2021
21,Puebla,,Juan C. Bonilla,Joel Lozano Alameda,MORENA,2018-2021
21,Puebla,,Juan Galindo,Carlos Gilberto Garrido Torres,MORENA,2018-2021
21,Puebla,,Juan N. Méndez,Alejandro López Velasco,MC,2018-2021
21,Puebla,,Lafragua,Raúl Pineda Raygoza,PANAL,2018-2021
21,Puebla,,Libres,Francisco Xavier Rodríguez Rivero,PSI-Puebla,2018-2021
21,Puebla,,La Magdalena Tlatlauquitepec,Celia Castillo Flores,PRI,2018-2021
21,Puebla,,Gabriela Marín Castro,Mazapiltepec de Juárez,PRI,2018-2021
21,Puebla,,Mixtla,Efigenia González Tamayo,PRI,2018-2021
21,Puebla,,Molcaxac,Félix Huerta Medel,PRI,2018-2021
21,Puebla,,María de Lourdes Carrera Carrera,Cañada Morelos,PRI,2018-2021
21,Puebla,,Naupan,Valerio Escorcia Calva,MORENA,2018-2021
21,Puebla,,Nauzontla,Norma Sirley Reyes Cabrera,PRI,2018-2021
21,Puebla,,Nealtican,Norberto Luna Ramos,Compromiso por Puebla,2018-2021
21,Puebla,,Nicolás Bravo,Eustaquio Ramos Quiahua,MORENA,2018-2021
21,Puebla,,Nopalucan,Félix Aguilar Caballero,PVEM,2018-2021
21,Puebla,,Ocotepec,Florencio Camacho Rodríguez,PSI-Puebla,2018-2021
21,Puebla,,Rosendo Morales Sánchez,Ocoyucan,PRI,2018-2021
21,Puebla,,Olintla,Miguel Juan Sánchez,PRI,2018-2021
21,Puebla,,Oriental,Guillermo Pozos Juárez,PRD,2018-2021
21,Puebla,,Pahuatlán,María Guadalupe Ramírez Aparicio,PRD,2018-2021
21,Puebla,,Palmar de Bravo,Hilario Vicente Martínez Alcántara,MORENA,2018-2021
21,Puebla,,Pantepec,Porfirio Castro Mateos,PAN,2018-2021
21,Puebla,,Petlalcingo,Filadelfo Vergara Tapia,PRI,2018-2021
21,Puebla,,Piaxtla,Antonio Villa Veliz,MORENA,2018-2021
21,Puebla,,Puebla,Claudia Rivera Vivanco,MORENA,2018-2021
21,Puebla,,Quecholac,José Alejandro Martínez Fuentes,PSI-Puebla,2018-2021
21,Puebla,,Quimixtlán,Armando Pimentel Gómez,Compromiso por Puebla,2018-2021
21,Puebla,,Rafael Lara Grajales,Jorge Alejandro Vera Palacios,MC,2018-2021
21,Puebla,,Los Reyes de Juárez,Manuel Herrera Ponce,PAN,2018-2021
21,Puebla,,San Andrés Cholula,María Fabiola Karina Pérez Popoca,MORENA,2018-2021
21,Puebla,,San Antonio Cañada,Bernardino Aquino Belendez,PRD,2018-2021
21,Puebla,,San Diego La Mesa Tochimiltzingo,Reynaldo García Campos,Compromiso por Puebla,2018-2021
21,Puebla,,San Felipe Teotlalcingo,Viliulfo Atlixqueño Zavala,MORENA,2018-2021
21,Puebla,,San Felipe Tepatlán,Yaneth Dávila Santos,PRI,2018-2021
21,Puebla,,San Gabriel Chilac,Marisela Martínez Rodríguez,PRI,2018-2021
21,Puebla,,San Gregorio Atzompa,José Avelino Mario Merlo Zanella,MC,2018-2021
21,Puebla,,San Jerónimo Tecuanipan,Felipe Aponte Telles,MORENA,2018-2021
21,Puebla,,San Jerónimo Xayacatlán,Ibaan Olguin Arellano,PRI,2018-2021
21,Puebla,,San José Chiapa,Arturo Graciel López Vélez,MORENA,2018-2021
21,Puebla,,San José Miahuatlán,Héctor Gutiérrez Morales,PRI,2018-2021
21,Puebla,,San Juan Atenco,Francisco Alejandro Medina,Compromiso por Puebla,2018-2021
21,Puebla,,San Juan Atzompa,Imelda Flores Castro,PRI,2018-2021
21,Puebla,,San Martín Texmelucan,María Norma Layon Aarun,MORENA,2018-2021
21,Puebla,,San Martín Totoltepec,Isidro Ramírez Valiente,MORENA,2018-2021
21,Puebla,,San Matías Tlalancaleca,Elizabeth Morales Olarte,PRI,2018-2021
21,Puebla,,San Miguel Ixitlán,Áurea María Várgas Guerrero,MORENA,2018-2021
21,Puebla,,San Miguel Xoxtla,Ángel Flores Ramos,Compromiso por Puebla,2018-2021
21,Puebla,,San Nicolás Buenos Aires,Miguel Ángel Sánchez Serrano,PVEM,2018-2021
21,Puebla,,San Nicolás de los Ranchos,Rodolfo Melendez Meneses,PRD,2018-2021
21,Puebla,,San Pablo Anicano,Amadeuz Cuadrado Galeano,PRI,2018-2021
